loan_id,age,income,loan_amount,credit_score,employment_length,debt_to_income,num_late_payments,loan_term,monthly_income,annual_income,default
32,48,66600.02585506492,5959.996991260348,748.1822547607151,5.7524024469381585,0.25817496242677684,3,12,3504.009522821729,61033.59033420022,0
33,45,40169.29334740478,9928.096400264538,598.9202220209653,6.489869935908342,0.4236811498117994,0,24,2445.9409619059093,30951.6534605696,0
34,65,40476.23136435689,22027.303836061234,515.383125683528,7.947950741337147,0.29629559303795205,5,12,3065.2937207255836,36004.64412106782,0
35,54,32249.84339449047,4974.335670065029,665.8035929682551,7.668240681241951,0.32909041990051485,3,24,3344.2993023185136,38811.56834084787,0
36,20,15523.969003334289,29181.78481404708,502.3325080023182,,0.4609479727587007,1,48,3431.3554557791554,31145.199641044303,0
37,62,31568.59284777721,15680.569113589065,616.7090876003805,7.613544585771471,0.06359658687390607,2,36,3676.187977965636,50796.87132748238,0
38,32,64891.292482873134,2309.3193989448773,443.22639008961795,8.095389984455071,0.5477453487279004,2,48,3115.6237517321006,10114.119792146797,1
39,21,56185.17043620304,19025.89923101778,493.74511608812554,,0.36090207864940116,2,60,2349.9662596687126,57048.65056216194,1
40,52,28409.370098035288,18601.773065781992,615.7488988695299,,0.28827602831567295,1,12,3435.924924145306,39821.82822526196,0
41,51,31324.193174148408,11499.05580570768,659.0773263996329,,0.33661487686678265,4,36,3109.76105133863,59524.70702193139,0
42,53,72026.23013395195,22514.427068498706,613.7094624951976,,0.34436440325307777,1,24,4614.1403859673455,5000.0,1
43,23,24697.671662096698,10041.178973142487,590.7481374089408,0.0,0.09031980448326116,4,48,4771.760209471283,5000.0,0
44,21,29268.61719134883,20055.89706539155,575.9117043528569,6.286533645237581,0.5742407341179854,0,12,1618.2327890370564,35620.3216062175,1
45,66,33556.27531612425,14721.759441048463,481.7182407706058,,0.3561988448405927,2,12,4104.776518855521,47588.73082000841,0
46,47,19629.849114377415,12731.302718244933,542.4124633284233,7.966024398724462,0.41645031956710626,2,24,4355.513534695719,31676.009259952385,0
47,56,31937.34593732434,25743.960621922397,563.148898323217,6.131449515875863,0.4927324655861064,1,12,1651.0442135031587,48757.68745123773,0
48,35,32165.375087904624,22868.36633926051,684.5697780975132,5.444156412756196,0.19682563136595496,4,24,4057.674356974226,54719.64636164445,0
49,39,26466.25186803598,6140.313757201831,627.4894631654769,3.8093728614993454,0.42102078485528427,2,24,4453.276980541209,49989.99320532052,0
50,27,59919.56753961864,18042.414419558627,458.9567875709813,4.656472602595914,0.30985383636518093,4,48,2146.2750359850957,41549.02756570122,1
51,66,22497.56072618337,30147.61858259615,625.9267175515836,,0.477015616282474,2,12,3037.906304432035,41434.042744810846,0
52,46,37871.11114589679,25951.076682479463,569.1934175666947,,0.030915886947275706,3,60,3566.2332531086104,30778.07370417424,0
53,40,26844.98255902134,7725.042618910227,545.8462399755233,7.711222810872221,0.33513585496380965,3,60,4046.405908457431,39169.38513694333,1
54,21,36850.39057939713,27767.837880298117,648.9341031072694,3.4421149242052094,0.25957690163240577,1,48,2097.784070273829,24636.536691479094,0
55,36,26148.02505163071,22440.29757778625,682.4799617996761,8.250814397619436,0.4148394425951233,0,48,4779.591705602848,28229.057989584137,1
56,43,41138.41947760138,6611.420254014007,674.5024095292958,,0.4205066281052303,1,24,796.6481707513298,47715.46299320133,0
57,24,44821.94630954474,16661.39824387398,532.862598142189,5.608345605142308,0.24385611577669608,2,60,4988.015269490207,33056.78302702976,0
58,30,61032.728107020856,18821.29710476401,575.2630099319028,,0.24317392037359345,2,12,4021.1676680707315,28936.571587460006,0
59,20,31171.075231565883,6384.546029944488,626.5010745122851,4.704668575790333,0.3334001947164006,4,60,2556.118944404828,46738.465197774894,0
60,57,64267.400853519706,20648.75307257504,678.0436101697887,,0.21550366590271877,1,48,4413.840636717184,45698.494853956254,1
61,28,27895.326000400953,34438.048206429165,561.6660609723768,6.528067791603579,0.476297554317819,3,48,2023.5845288306712,36770.50621827083,0
62,33,36429.71379326663,25921.80854144134,585.1472818668947,5.675563692705211,0.294618919932883,4,24,3477.0034013256773,37765.96853917543,0
63,37,66471.09628662694,16295.906749249678,511.49320207951774,9.235886017848983,0.0,4,12,3631.464425594077,46239.21834819861,0
64,68,83544.12442758013,12749.035715782056,504.30347007354635,,0.2937766915067291,1,48,3628.501850782101,54534.356745758356,0
65,40,65289.048309359976,17627.10833242402,665.0020657915359,4.523572626892979,0.19421842687340413,2,12,2283.6863869391505,43016.28488730642,0
66,40,36646.12330144198,7198.257651056001,708.4992022856659,3.5008794545418853,0.10530862768085816,3,60,2713.236867886362,22119.491344343314,0
67,49,47723.12854494191,11179.641661319769,594.2391902735733,2.4273654826919504,0.16438600426661412,0,24,3491.764416021853,36678.58760854823,0
68,58,50239.553218193345,1000.0,680.2826318313619,0.41405310441592125,0.3664112707749455,1,60,2424.90365462511,33892.75243309874,0
69,59,45181.35728560707,18476.476375307182,628.9308820038108,4.342739005364832,0.5492961242372346,2,48,3672.6493261790934,24205.20840438331,0
70,55,24882.30176399286,12299.992920088673,548.39041963159,,0.39697767107974696,3,48,2565.67587305011,47468.99148403151,0
71,20,43518.737006130206,19944.411702705384,628.9116484406732,4.559362486714195,0.25902449176763903,2,12,4583.333365929888,48622.78869093001,1
72,69,32412.31496120567,15958.159852325987,723.0429253172775,,0.4183856292756054,1,48,5286.689521547003,50893.1263255894,1
73,25,25473.809294349998,6913.555435905586,597.1339168712038,5.214486027372584,0.2811364534671512,1,12,2961.5031150117593,25136.30568876865,0
74,55,35329.4613809351,16603.91204013437,725.1714924651205,,0.2458099446255283,0,36,4483.656784545965,42361.764056187596,0
75,57,44729.972059666376,9292.239605685863,390.4203916728204,,0.17684559976505232,2,48,3067.952656362584,39905.871507338095,0
76,31,55020.74718490972,28243.46464722495,665.7522003500179,,0.0872256789872421,2,60,2162.794337406654,44611.04640012829,0
77,25,36191.075349836254,8252.116029783378,606.9637654590537,0.2589456561932657,0.2915114440160832,1,60,2801.1861576393803,41945.89737247289,0
78,28,38820.85297370114,11239.410241536352,576.0794119627305,,0.37370802348801974,2,12,3440.2955092785996,39811.810826255416,0
79,59,52058.93919377312,6891.219595914135,607.3408621228402,2.359552920039823,0.33550644949776653,3,36,1099.6362527994936,38009.143607881786,0
80,59,41063.078057130435,6198.204962553129,440.9944868319286,3.228497057108413,0.2876049608078962,2,48,4115.404285140204,56602.60915038281,0
81,60,45723.27363833891,15240.503705465972,582.426248972999,8.416082323461012,0.20813809089548282,2,24,3440.8593945037883,27072.78988721071,0
82,50,41169.52708290913,5036.078359048404,628.5690057209397,0.4967084898888947,0.4412369287527452,3,24,4584.013280169776,37402.43693852427,1
83,32,43040.97532359534,13496.846213690887,718.2315235793213,9.524407246316464,0.15243021200801224,2,60,4093.5052755475313,56220.560002089405,0
84,54,23814.633110981522,18440.17659320137,558.5383825381082,2.5826616351250884,0.46640418707652126,2,48,3483.2687297881935,27834.161139528864,0
85,31,41834.90029247284,11610.847923095705,535.320511768545,1.2679699539916607,0.19966744716099127,1,24,2888.539664146505,28598.681083840198,0
86,43,61417.93573127943,1000.0,559.859436513237,,0.23713471439704475,4,12,5236.910485462067,51009.114166777144,1
87,69,42534.87147121497,25671.691138314658,673.2321694161659,9.497052947876469,0.12998222140764842,5,48,6045.674191878375,18641.292390294362,0
88,25,27493.735872434205,17132.66668342735,626.3000887727748,2.863120708114897,0.2747896779671545,1,60,2909.3965770085692,49909.46684539741,1
89,66,62147.95056179054,17228.592211505245,557.6191836986369,,0.49629686877169676,1,36,4636.200175461522,32655.48131129555,0
90,21,50820.57516683138,13143.498491215994,641.0613946490685,,0.42734421326659344,4,12,2449.896259626705,46150.00923280634,1
91,53,51514.416434010316,21487.14420603603,607.7662039478432,,0.49676331680420527,2,12,2598.725891222008,21688.981494165604,0
92,35,51107.8343345865,22503.96276072957,677.4915992426311,3.6614814796384394,0.42832138189009034,4,48,2850.5271439602097,57776.143998375526,0
93,44,23104.444057825218,23303.767165634956,543.8357524898119,,0.1844495257204446,3,36,4189.18669284127,21741.42025165686,1
94,36,49717.07457926236,17149.783990263415,573.7870282721785,,0.30038161635086635,2,12,1989.6917154095108,50874.25530319981,1
95,20,60769.45687264815,3992.19851747362,568.6313477494274,4.670008673471986,0.2329701306323806,2,36,5270.788617088627,22368.064243360222,1
96,26,32796.974119824445,18241.380356779162,482.9188041494305,3.5040065499131057,0.5495862356058561,0,60,4505.67365504962,67124.51306633596,0
97,56,11070.794044198592,17139.464279603315,623.689622165166,10.906945132397494,0.17048170303605326,2,12,4160.227340119434,38929.273272173064,0
98,19,45483.57331957207,10610.803502875999,620.8844217743912,13.376179624352972,0.4840546534083666,0,24,2966.065000829972,69262.85642495475,0
99,26,40491.214712941,8585.151243652388,600.4090765313969,2.349614914752288,0.48394308051631535,4,60,4370.192820654261,27716.687688840102,0
100,23,16785.767299606687,19344.306885985687,581.2330293299882,1.7857493601154153,0.6244430302574131,3,60,416.6666666666667,33360.23955926807,1
101,55,49080.67833720283,14393.306238038243,486.7703406359669,5.122335997355134,0.28854701110557535,3,12,3884.460037698957,58160.78805598254,1
102,45,47954.38538598915,11879.034484628852,566.3483741787713,0.0,0.4568483239370243,0,24,3533.4859179117652,18607.05967337326,0
103,65,18007.913000625376,28379.248256961266,572.5828386778585,5.144897581806146,0.6922477754808264,4,36,975.5638768109651,29511.00016195087,0
104,51,68339.6083356798,20372.3354676119,535.8178184622705,11.021558650957823,0.25735374845994546,2,24,3841.149561748544,47426.02644533998,0
105,46,51266.81786170722,18476.290716187865,587.0971430667192,,0.11974396287014605,1,60,4071.947990678424,24718.291349555006,0
106,65,11646.097049692435,24747.45825101518,632.3240685451631,,0.06799849491383542,1,12,1016.1674022906103,47827.26133028567,0
107,20,52282.96098377659,17643.03054209346,750.8948720968424,9.40803421544159,0.45690680432919967,3,24,1849.8690612682324,42556.06577532578,1
108,33,51847.39105626529,9367.15403070237,613.9662250265471,2.4152400586603973,0.06752746879121241,2,24,5913.819773147022,17295.315643867238,0
109,61,61225.12096428792,11883.245035730819,620.6040312578211,,0.29415214205931156,1,60,3100.3914007052504,54516.531819751995,0
110,52,30641.861922126474,20855.541707660246,594.0443267387067,6.062230411344109,0.41559697805584406,2,36,4552.865907706318,21063.503602081466,0
111,28,52499.54580010446,19998.710417296323,446.4983027760767,7.186653292384404,0.3777763305244871,1,24,4741.835738695428,51569.186454594055,0
112,60,36450.22141955031,18570.50745181182,597.8788899640626,,0.41381672962762583,2,24,3825.754350827418,41927.130973664214,0
113,40,31652.728447918336,5898.383984564081,604.8184167952821,8.367499390578296,0.38334347837012805,3,48,4604.885022319932,33174.81302941387,0
114,47,27024.902497399133,21506.84761771964,797.059368998823,2.653627763034743,0.5418298719970089,2,60,692.2228856274356,23418.962125586742,0
115,65,11452.851910394827,14479.88941777555,584.6111228175102,5.522068314873054,0.20715254288918045,1,48,3045.171568732512,44939.03988112224,1
116,22,48106.36003795643,19799.5328715268,624.123787386689,9.447240952822158,0.2484507292312203,0,60,416.6666666666667,26912.128097837092,0
117,69,35904.26376227264,8358.687021717371,597.2230584235805,,0.2341010832093764,0,60,1150.7162526242735,58119.30214078865,0
118,25,5000.0,30728.274259716854,506.5057569904374,5.675270987512478,0.4745287717793915,1,48,2650.815212102149,58666.75913955099,1
119,60,41130.32799783495,16979.967231344217,691.4258251612016,3.405133716233485,0.48505978825925955,2,36,2501.602784588107,64630.51031478995,0
120,60,57367.702771893615,11659.621541872119,660.154642614942,8.105698264113636,0.4176837978977762,2,36,3385.096194761433,44213.46155612962,0
121,67,20395.218112961094,20169.48809709222,663.2825557634437,6.6086567755495516,0.5275240500334891,2,60,3307.5201938295963,33935.35291752436,0
122,68,29311.01377132311,21864.465804367712,527.2490036164209,6.543908972200071,0.17329386989354287,1,48,3500.511370809873,35546.46128994015,0
123,27,46613.825641238305,20072.613288313878,712.2235448748879,7.327317198802797,0.6000836167326705,1,24,3551.7203941216817,34448.68625796619,1
124,45,5000.0,7041.566068784635,487.85191497661754,2.1478596779764807,0.5784857932568387,2,60,3749.486739087047,43720.08307493661,1
125,53,31994.780502014706,24141.339990580324,646.9485675040216,7.541393460569431,0.460343299586862,0,60,2134.527486568381,46549.108833829036,1
126,27,45199.0951070875,12241.117975257745,775.2364500647983,5.463580335355075,0.617269836315659,1,12,2427.3429341285814,58473.46549025347,0
127,31,31583.229291146323,14871.244502751504,520.757093989545,8.424493505401886,0.10150651884833392,3,36,3287.2357592148924,40301.85123394048,0
128,55,20529.872708625135,1000.0,554.6961816317782,,0.2713327795606022,0,48,3306.654644992179,18951.590041996624,1
129,54,21248.669873591152,11287.594989893438,607.9721092070113,,0.23970448089770713,0,24,1980.92412671296,33888.68610307147,0
130,64,15818.297027118406,11237.218336723747,559.721947670704,,0.45822189856360146,1,24,4685.282559599647,63337.77670084784,1
131,22,30504.468991574773,18604.86268332576,475.9469255147094,3.362164360806768,0.19247888905967814,1,60,4239.334180271865,16651.32144291979,0
132,23,55849.92923891541,10800.02938521404,605.4850379844822,2.2947949008480233,0.4636242724006228,0,24,2258.6874766294227,51087.249406020725,0
133,47,75428.3605475532,2027.1886167640787,515.0157029019116,,0.555580421599507,2,24,3072.875817187476,34141.40329624839,0
134,36,40542.74094164637,16950.74937994805,637.8873944508146,2.4294001408021098,0.45428043501259985,2,60,5845.2578968297275,26748.035344007192,1
135,69,51523.72865728815,12996.56534231743,526.4460612612958,3.991790422336459,0.39256265354922515,2,36,3534.0546306261854,45934.165736681876,1
136,66,25887.668887119544,9171.598525353102,723.9947524014032,,0.2018189988648876,0,12,3827.940777333415,63414.29538434148,0
137,31,8625.221449534376,15700.210798760156,537.3397366131011,,0.22297235508119528,3,36,2572.1638944194215,45106.66265174757,0
138,28,67774.13615559175,1000.0,574.2350787035459,7.027242952536758,0.5374428357945,0,36,2941.9431976729065,36061.83684938141,1
139,63,31073.518884282552,19963.678419698692,665.0813773895736,0.3302145340669336,0.4669023505857998,2,12,5222.490815562586,20559.261405904464,1
140,22,50780.62438864179,13537.579586138694,501.5308546852836,2.82456820855297,0.34414707209336837,3,60,3474.951367449004,38517.26258345895,1
141,62,42376.91777678294,12861.591404879644,618.1967947683304,2.6833740110972304,0.2873135681351164,4,36,3244.6730597422315,20017.752695658382,0
142,48,54918.86393253584,22622.400860843176,704.5714203425943,4.315904851128796,0.04612881903329347,2,48,3342.8846907539155,35351.13667869655,0
143,61,54311.46490563963,10713.434754246064,471.40134123510177,0.0,0.18937213719733417,2,48,6515.061818852314,39054.13527412594,0
144,49,44165.88484501765,17069.24823986521,614.7707086825843,,0.6367128630709584,1,12,3383.092712268189,5000.0,0
145,41,45816.718140435805,13963.864615495997,620.7906235398739,5.181192037732916,0.15793166434962996,4,48,2295.7374593163318,60824.833068818305,1
146,68,58188.76872960326,40727.57794489332,662.5458297421849,4.597127204060482,0.37842197318316206,3,60,2514.1447063142855,21422.177903193424,0
147,27,33854.60685559976,18907.19649889956,501.0439431297534,7.264919973412383,0.5011165959792797,3,24,4309.2783363184635,37210.61198243958,0
148,30,63334.22442194089,5868.345606338889,494.3634709532579,,0.16176159979965613,2,60,1547.7319250248622,48007.49868718775,1
149,64,29382.156288926075,29017.689257644866,641.7553252493518,,0.37770657121716245,1,12,3896.5620601636206,59628.24577268769,0
150,69,41148.69896805201,23343.948997272342,623.7587738586549,4.953097101632485,0.4906873306265982,3,24,2428.5614237715304,28117.704904407517,1
151,30,49437.69786811832,15359.694094066812,620.0394280276702,5.314129853660194,0.35187489828608753,1,48,1009.8713877683236,5000.0,1
152,53,15563.600670540207,11501.378521221968,627.715856759758,,0.7802604583500152,0,36,2108.2430621913395,56179.9557401693,0
153,39,60727.72053689624,4388.986830589845,545.5980222737207,6.596145150930189,0.09971011116827072,3,48,3367.750595431658,21257.576703606854,0
154,26,47138.51251787471,18444.303145585043,618.5802957728803,10.184827497885664,0.5088092794825818,2,60,5077.292575199354,45391.648653755925,1
155,36,89514.57841452291,9598.748997999155,623.4457978638945,5.420413410830116,0.3240797393905303,3,60,4474.9950982666305,46323.84550203469,0
156,69,71210.38765645446,7960.25313914793,542.8518865578906,6.952088272673693,0.4657880232255012,3,12,2966.2205506198916,5000.0,0
157,24,39836.48303494428,21203.276275231787,749.2619608915805,,0.41619607275488685,0,36,4548.567170605949,15777.448426833405,0
158,32,66783.80053714108,27359.237589673154,637.906633672943,5.971130455401353,0.2400265704335005,3,36,2887.358546784515,33087.83189924297,0
159,34,52710.04488031365,11189.815817860976,504.6957202237881,6.127411982691283,0.38434945886890104,2,24,1500.1938524009718,5000.0,1
160,63,43466.60752770188,21447.147682657003,652.5242886907064,3.6683060380985024,0.0713147822902569,2,24,3359.692877874179,19929.23085613881,0
161,31,15109.563111553445,16697.75302700821,522.0254663818143,,0.44048712508570903,3,60,1450.9158395748525,41843.17840190001,1
162,58,18646.97288544653,17870.628261162165,662.9667682993961,6.923483368662955,0.3947237698985788,1,12,4322.593717689661,38672.74521863097,0
163,65,40065.5537737445,8451.031302686533,692.6876463205923,6.363225261061336,0.4457990252964653,1,60,4340.68344459193,44539.816459664085,0
164,19,32569.53059815082,13301.20868772522,534.3454145318632,,0.5087177487630725,2,36,2233.3709089205054,46738.31468093278,0
165,31,43377.8383719554,6226.899930889444,677.0700903395457,5.013627139339958,0.4051429760314566,1,36,3515.3302168654104,14772.556495305798,0
166,21,60585.54746404452,5219.221216091268,633.0224741549199,,0.3722134129697414,0,60,3503.394876072635,20727.27604881041,0
167,20,52974.37308756514,19146.20182429083,665.7648127995592,5.034576728305568,0.21783974950080615,2,36,4423.287560542385,51420.49284268075,0
168,20,29555.708756321168,10805.688711749706,751.7434386123158,7.308515153883948,0.24316688545264234,4,24,1776.9980158535234,62864.9536150402,0
169,28,53874.36841758639,7679.336057181195,580.3689507197704,,0.5280101930265997,2,36,4082.692737793559,25488.87926706681,0
170,22,26289.29018739223,5323.929273466018,539.7011068514008,4.981481077160053,0.5654503108558968,0,24,1687.3717695764462,43883.583911454356,1
171,65,22866.39622023335,2890.099342600517,528.8388456299581,6.999148567632673,0.31428343455319185,1,48,4304.8192554244215,52106.24339970843,0
172,46,45724.55601553052,1000.0,534.7351772027649,5.7043081030780005,0.3569004120879911,5,12,4661.705084999766,43563.33425783928,1
173,45,27782.461115763734,15887.558385962677,593.8318632468716,3.9249836602540524,0.21430784375093506,4,12,2496.344091283468,36268.50541868529,0
174,40,30372.313258520393,1000.0,627.2921579853315,,0.5259135267901167,4,36,4857.244416510258,30390.250083265106,0
175,47,54909.580961132175,18770.553363863342,622.1352639464016,,0.4498125235537668,4,12,1365.7921295598478,69779.03807148311,0
176,40,49864.50536511536,18714.19717459972,666.1746599228819,1.3270993572665635,0.6411826154695623,3,48,4707.812639846518,41443.13562290462,0
177,68,34422.914788249946,14207.001668897152,601.0401513502326,,0.21825153842303915,2,36,5131.403631036635,45834.13046825912,0
178,58,15623.515469232058,15593.072320413254,716.2827261725854,5.183752241463092,0.2932988151472674,1,24,3765.602326022748,44864.80121120368,0
179,39,28972.565348995497,12717.118833775085,578.8274533409635,9.484937040662347,0.38471688837883583,1,48,3088.9261070466323,27813.723894987816,0
180,60,69131.17015247801,16801.538619927465,817.6135333271695,0.0,0.4469734306588656,1,48,3723.858108458237,40762.315349714576,0
181,29,54498.1062249912,16708.535466340072,650.0533878212005,3.9800944854226867,0.31764985436785514,0,12,2578.6353724194246,35166.35968182847,0
182,44,61353.864265304175,25412.090907839112,531.4273954866974,7.20012555908985,0.21905583643194493,1,24,6614.1166822867635,34897.78613246673,0
183,57,43840.37117352812,27262.632781300308,514.328600155111,8.427986848747228,0.4822111293385356,4,60,2600.169220290469,44754.38711528146,0
184,63,34734.27613791668,27017.553737185546,638.5977932194548,7.32161751473819,0.4581703043818372,0,48,4980.084795404981,26265.355401469897,0
185,66,53577.88851057833,8618.129009600627,582.122977173932,2.1407666351014067,0.21255888491544125,1,12,2406.7990615531558,21928.17368794378,1
186,69,59227.58542892942,21061.80141124444,657.1200395273673,,0.5533164201658243,3,48,5329.343682712894,47540.8759060813,1
187,32,32803.87157056657,19048.5131031444,637.8590099658836,0.0,0.5255298063794905,1,24,5848.744060527296,32025.84111056995,0
188,64,29301.92795532949,9808.361714904144,594.1736869874502,5.136280360885333,0.3701444745871689,2,24,3815.8218471075124,34824.764195848955,0
189,40,17181.105404826096,7909.172181514096,532.2565025545276,8.489843927225067,0.3619396793564054,1,36,3691.6549190422716,11068.051709850079,0
190,61,28923.62491084204,11986.396109022162,478.81222202513084,,0.43310866566738604,2,60,2137.60955235261,54446.241732649505,0
191,58,50033.78314515583,6512.932627501716,564.2788038346383,,0.22074453946156125,3,60,1988.7488213729775,47860.2431787354,1
192,61,31056.0867318257,3885.7498510138394,668.5119035458778,6.650139902951198,0.3545047218746123,1,12,3705.7265897903685,50621.03177967745,0
193,36,53975.95076456274,18979.056693536164,617.1274995304163,,0.027142468308622936,5,60,5156.073929809734,45809.88430596617,0
194,61,69507.62444204718,15261.859821256257,500.3408977030409,,0.48146834682544026,5,24,2648.0802218970452,17260.645694646035,0
195,28,40372.30831937201,15220.69081298842,613.8544740680945,,0.11577601663372108,1,60,6093.244855576067,43434.98447018728,0
196,55,39755.95358635503,22413.573875069298,630.8253903783069,6.296000691583553,0.5755129742643499,0,12,2570.650908796036,30862.997464825763,1
197,57,48229.172906817694,13433.004907974682,529.2914051039094,,0.30048198590503244,1,48,3620.073259270797,25557.143421496912,1
198,60,31383.962940925056,21642.935640342585,612.2980084756422,6.112633710367013,0.31824995271032347,3,60,3623.353916337903,47500.723621685815,0
199,20,30290.19097747702,9088.186523249817,604.65669747568,5.600185499198766,0.25583991408732415,1,60,3206.4153642889373,64877.63375129019,1
200,33,30737.38464654525,9038.261730179163,508.56237617355015,,0.30679416891168854,0,24,778.5489379255456,62400.09128434512,0
201,49,22816.336968478674,15111.904927101703,628.6229888278626,6.416237241728991,0.5627797017722055,3,24,2559.4919577947135,49332.17527765924,0
202,55,53496.802761445266,31970.527437874385,644.8627621094588,,0.0,2,48,3582.8824487119236,39546.57760811205,0
203,26,32551.30069390124,25283.21872127703,686.6440994540221,5.597986567084439,0.5415448079132281,0,36,3213.351963358066,36766.86518621631,0
204,58,56670.803881468884,23784.188394081357,684.3041641627922,2.6908333073843433,0.4007035221652562,0,60,4128.586657586812,26432.446203351596,0
205,55,47939.24488046721,4024.4691956115494,489.7864505634327,7.018235582860607,0.16894675282141766,1,24,4279.378223323148,35954.00224439985,0
206,22,39658.290543323725,16160.830351069037,524.9739968067902,,0.1887031410426143,2,36,3033.235256859696,53627.85939382217,0
207,18,52144.42417093239,21568.85403170712,641.2028213766928,2.1416409342995655,0.6014589540812304,1,60,2130.2953679390253,67347.08698037405,0
208,52,25848.07631958477,31682.6224057405,641.1028760729768,3.0228829361698595,0.2081739680085903,0,60,5268.7304650626,27752.780395539416,0
209,52,28293.935834342334,1530.1784535093248,641.2038149044838,1.5915289722599093,0.17699742341060606,3,36,1639.0054201887685,10074.797729924518,0
210,29,50703.96232835967,20847.67493050835,850.0,8.179045801413551,0.5205971813547093,0,24,2589.1993040431475,32036.890058315425,0
211,53,7064.913380113801,23514.988655176134,645.6712408554533,10.936358277249148,0.4007829314428871,2,48,2270.8834283660817,53559.31169306702,0
212,38,40219.167704505744,18613.937726072578,690.8452512144479,8.465485094681028,0.20931116351954016,1,60,4266.405360585967,71084.15935988605,0
213,65,48857.53478192918,4197.457521347786,676.3201410794562,,0.38249374631069283,1,12,4979.610801434072,59650.61809985206,0
